iter,elapsed_hours,progress_pct,entropy_coef,heuristic_bc_coef,best_days_mean,succ,day_ge5,day_ge6,days_mean,days_p50,days_p90,return_mean,stockout_mean,approx_kl,clip_frac,value_mse,heur_match
22220,6.5567,46.83,0.004599,0.111021,5.0800,0.000000,0.806667,0.376667,5.0800,5.0000,6.0000,-6.0761,36372.0336,0.090194,0.517334,0.008637,0.380615
22240,6.5631,46.88,0.004592,0.110935,5.1033,0.000000,0.810000,0.386667,5.1033,5.0000,6.0000,-5.8242,31719.7589,0.145025,0.564209,0.008843,0.407227
22260,6.5693,46.92,0.004585,0.110850,5.1233,0.000000,0.830000,0.366667,5.1233,5.0000,6.0000,-5.7760,32978.0010,0.113476,0.519531,0.015132,0.385986
22280,6.5756,46.97,0.004578,0.110765,4.8833,0.000000,0.716667,0.343333,4.8833,5.0000,6.0000,-6.4172,26760.0337,0.115672,0.536133,0.007062,0.395508
22300,6.5820,47.01,0.004571,0.110678,5.0567,0.000000,0.796667,0.363333,5.0567,5.0000,6.0000,-5.8666,27978.4502,0.105421,0.527100,0.011746,0.388916
22320,6.5883,47.06,0.004564,0.110592,5.1167,0.000000,0.806667,0.386667,5.1167,5.0000,6.0000,-5.6699,28762.8649,0.126214,0.583252,0.013979,0.398438
22340,6.5946,47.10,0.004557,0.110507,5.0400,0.000000,0.766667,0.390000,5.0400,5.0000,6.0000,-6.0228,30779.5137,0.117166,0.552002,0.006596,0.380615
22360,6.6010,47.15,0.004550,0.110421,5.0567,0.000000,0.800000,0.350000,5.0567,5.0000,6.0000,-5.9568,31584.3945,0.150516,0.554932,0.015513,0.396484
22380,6.6074,47.20,0.004543,0.110334,5.0700,0.000000,0.793333,0.380000,5.0700,5.0000,6.0000,-5.9912,32806.9756,0.125067,0.562012,0.006785,0.387451
22400,6.6137,47.24,0.004537,0.110248,5.1700,0.000000,0.833333,0.413333,5.1700,5.0000,6.0000,-5.7131,34773.9890,0.124087,0.530029,0.009433,0.378174
22420,6.6201,47.29,0.004530,0.110162,4.8333,0.000000,0.693333,0.300000,4.8333,5.0000,6.0000,-6.6180,28695.0074,0.138033,0.544189,0.011260,0.382568
22440,6.6264,47.33,0.004523,0.110076,5.1033,0.000000,0.816667,0.380000,5.1033,5.0000,6.0000,-5.9417,36503.2340,0.174491,0.543701,0.014218,0.380127
22460,6.6328,47.38,0.004516,0.109989,5.1033,0.000000,0.816667,0.396667,5.1033,5.0000,6.0000,-5.8390,32373.6566,0.109836,0.564697,0.003376,0.419922
22480,6.6391,47.42,0.004509,0.109903,5.1000,0.000000,0.783333,0.403333,5.1000,5.0000,6.0000,-5.8350,31749.5647,0.133029,0.568848,0.014750,0.410156
22500,6.6455,47.47,0.004502,0.109817,5.0300,0.000000,0.796667,0.343333,5.0300,5.0000,6.0000,-6.0784,32301.6863,0.115989,0.557861,0.003516,0.379639
22520,6.6518,47.51,0.004495,0.109730,4.9867,0.000000,0.760000,0.363333,4.9867,5.0000,6.0000,-6.4200,38524.6657,0.112066,0.536377,0.005760,0.373047
22540,6.6582,47.56,0.004488,0.109644,4.9833,0.000000,0.756667,0.333333,4.9833,5.0000,6.0000,-6.2817,33031.1240,0.099058,0.520020,0.013919,0.386230
22560,6.6645,47.60,0.004481,0.109559,4.8900,0.000000,0.750000,0.266667,4.8900,5.0000,6.0000,-6.6093,32853.8656,0.149855,0.541260,0.013846,0.365479
22580,6.6707,47.65,0.004474,0.109474,4.9567,0.000000,0.743333,0.360000,4.9567,5.0000,6.0000,-6.3941,33647.1270,0.091920,0.514404,0.011101,0.376465
22600,6.6770,47.69,0.004468,0.109389,5.0700,0.000000,0.813333,0.350000,5.0700,5.0000,6.0000,-6.0358,34950.4430,0.150552,0.576660,0.011625,0.369141
22620,6.6834,47.74,0.004461,0.109302,5.1033,0.000000,0.803333,0.380000,5.1033,5.0000,6.0000,-5.8029,30993.8354,0.138411,0.520020,0.018270,0.400146
22640,6.6897,47.78,0.004454,0.109217,4.9667,0.000000,0.746667,0.350000,4.9667,5.0000,6.0000,-6.3309,32736.1481,0.096786,0.525391,0.015067,0.385254
22660,6.6960,47.83,0.004447,0.109130,5.0033,0.000000,0.776667,0.333333,5.0033,5.0000,6.0000,-6.1079,29855.1527,0.109330,0.532959,0.008437,0.368164
22680,6.7024,47.87,0.004440,0.109045,4.9867,0.000000,0.773333,0.323333,4.9867,5.0000,6.0000,-6.1705,30308.8992,0.105751,0.536865,0.013242,0.369385
22700,6.7087,47.92,0.004433,0.108959,5.0100,0.000000,0.773333,0.353333,5.0100,5.0000,6.0000,-6.1675,32920.2622,0.091678,0.530762,0.004894,0.371826
22720,6.7149,47.96,0.004427,0.108874,4.8933,0.000000,0.730000,0.306667,4.8933,5.0000,6.0000,-6.3934,27505.2116,0.114290,0.531982,0.010854,0.363770
22740,6.7213,48.01,0.004420,0.108788,4.8567,0.000000,0.686667,0.303333,4.8567,5.0000,6.0000,-6.5459,28856.5327,0.127838,0.560547,0.013266,0.380371
22760,6.7276,48.05,0.004413,0.108702,5.0267,0.000000,0.760000,0.376667,5.0267,5.0000,6.0000,-6.0815,31369.8208,0.134051,0.571045,0.022573,0.390625
22780,6.7340,48.10,0.004406,0.108616,4.9000,0.000000,0.723333,0.290000,4.9000,5.0000,6.0000,-6.3679,27644.7388,0.131340,0.549805,0.013025,0.387939
22800,6.7403,48.14,0.004399,0.108530,5.1500,0.000000,0.813333,0.400000,5.1500,5.0000,6.0000,-5.6795,32259.0712,0.131618,0.560547,0.008554,0.362549
22820,6.7466,48.19,0.004393,0.108444,4.8800,0.000000,0.740000,0.306667,4.8800,5.0000,6.0000,-6.6493,32850.0451,0.123128,0.542236,0.006378,0.384033
22840,6.7529,48.24,0.004386,0.108358,4.9867,0.000000,0.756667,0.313333,4.9867,5.0000,6.0000,-6.1981,31357.1618,0.106794,0.541992,0.015835,0.370117
22860,6.7592,48.28,0.004379,0.108273,4.9633,0.000000,0.763333,0.330000,4.9633,5.0000,6.0000,-6.3096,32004.5321,0.109933,0.562988,0.006609,0.380859
22880,6.7656,48.33,0.004372,0.108187,5.0733,0.000000,0.796667,0.373333,5.0733,5.0000,6.0000,-5.8339,29203.8197,0.132602,0.571533,0.009564,0.399414
22900,6.7719,48.37,0.004365,0.108100,5.0267,0.000000,0.776667,0.356667,5.0267,5.0000,6.0000,-6.0330,30042.1014,0.083912,0.518311,0.007766,0.375488
22920,6.7783,48.42,0.004359,0.108015,5.0600,0.000000,0.790000,0.393333,5.0600,5.0000,6.0000,-5.9274,30694.9041,0.102337,0.529053,0.013478,0.406250
22940,6.7846,48.46,0.004352,0.107928,4.9467,0.000000,0.740000,0.323333,4.9467,5.0000,6.0000,-6.4719,35608.3021,0.107962,0.531982,0.013060,0.371094
22960,6.7910,48.51,0.004345,0.107842,5.0600,0.000000,0.783333,0.370000,5.0600,5.0000,6.0000,-6.1211,35948.1708,0.084079,0.497070,0.012998,0.359619
22980,6.7973,48.55,0.004338,0.107756,4.9267,0.000000,0.746667,0.323333,4.9267,5.0000,6.0000,-6.3085,27682.5359,0.160812,0.575195,0.016289,0.387207
23000,6.8037,48.60,0.004332,0.107670,5.0567,0.000000,0.793333,0.353333,5.0567,5.0000,6.0000,-5.9806,32595.7954,0.116870,0.560547,0.013365,0.370605
23020,6.8100,48.64,0.004325,0.107583,4.9600,0.000000,0.746667,0.330000,4.9600,5.0000,6.0000,-6.3256,31720.1467,0.130538,0.576416,0.012437,0.375000
23040,6.8164,48.69,0.004318,0.107497,4.9333,0.000000,0.753333,0.300000,4.9333,5.0000,6.0000,-6.4481,33571.5210,0.114649,0.554688,0.011721,0.367432
23060,6.8226,48.73,0.004311,0.107412,4.9367,0.000000,0.753333,0.286667,4.9367,5.0000,6.0000,-6.3447,29991.1782,0.160178,0.568359,0.009341,0.359375
23080,6.8289,48.78,0.004305,0.107327,4.8333,0.000000,0.723333,0.273333,4.8333,5.0000,6.0000,-6.6761,29511.5785,0.110970,0.543945,0.013712,0.368408
23100,6.8352,48.82,0.004298,0.107242,5.1867,0.000000,0.856667,0.406667,5.1867,5.0000,6.0000,-5.6166,33968.4911,0.134696,0.565430,0.007828,0.381348
23120,6.8415,48.87,0.004291,0.107156,5.0267,0.000000,0.790000,0.360000,5.0267,5.0000,6.0000,-6.0306,29755.7733,0.156500,0.575684,0.008060,0.373291
23140,6.8478,48.91,0.004285,0.107071,5.0933,0.000000,0.813333,0.386667,5.0933,5.0000,6.0000,-5.9751,35598.2075,0.100120,0.527100,0.005244,0.390869
23160,6.8541,48.96,0.004278,0.106985,5.0567,0.000000,0.803333,0.360000,5.0567,5.0000,6.0000,-6.0382,34132.2166,0.199054,0.554443,0.012543,0.368652
23180,6.8604,49.00,0.004271,0.106900,4.9233,0.000000,0.743333,0.306667,4.9233,5.0000,6.0000,-6.3719,29759.2905,0.104819,0.540527,0.011812,0.384766
23200,6.8667,49.05,0.004265,0.106814,4.9833,0.000000,0.750000,0.343333,4.9833,5.0000,6.0000,-6.2439,30895.3652,0.124987,0.542480,0.016510,0.390137
23220,6.8730,49.09,0.004258,0.106729,4.9367,0.000000,0.750000,0.326667,4.9367,5.0000,6.0000,-6.3756,30539.0695,0.087799,0.519531,0.002920,0.373779
23240,6.8793,49.14,0.004252,0.106644,5.0233,0.000000,0.783333,0.343333,5.0233,5.0000,6.0000,-6.0145,29783.0955,0.108172,0.531982,0.008991,0.375000
23260,6.8856,49.18,0.004245,0.106557,4.9867,0.000000,0.780000,0.313333,4.9867,5.0000,6.0000,-6.1871,30298.3192,0.147479,0.536133,0.007477,0.362793
23280,6.8919,49.23,0.004238,0.106472,4.9333,0.000000,0.740000,0.320000,4.9333,5.0000,6.0000,-6.2719,29027.7921,0.135665,0.559570,0.011581,0.380127
23300,6.8982,49.27,0.004232,0.106387,4.9900,0.000000,0.756667,0.350000,4.9900,5.0000,6.0000,-6.1477,29919.3770,0.112969,0.538330,0.011241,0.400391
23320,6.9045,49.32,0.004225,0.106301,4.9100,0.000000,0.740000,0.340000,4.9100,5.0000,6.0000,-6.5250,32162.4940,0.147236,0.568604,0.011755,0.381104
23340,6.9108,49.36,0.004218,0.106215,4.8033,0.000000,0.703333,0.253333,4.8033,5.0000,6.0000,-6.7916,30602.0235,0.113187,0.570313,0.013554,0.348633
23360,6.9171,49.41,0.004212,0.106131,5.1100,0.000000,0.810000,0.366667,5.1100,5.0000,6.0000,-5.8913,34327.2840,0.143902,0.535645,0.007579,0.357666
23380,6.9234,49.45,0.004205,0.106045,5.0100,0.000000,0.793333,0.330000,5.0100,5.0000,6.0000,-6.2287,34141.9092,0.110820,0.555176,0.002935,0.365479
23400,6.9297,49.50,0.004199,0.105960,4.9467,0.000000,0.763333,0.306667,4.9467,5.0000,6.0000,-6.4267,34343.3527,0.116515,0.558350,0.005838,0.375244
23420,6.9360,49.54,0.004192,0.105874,5.0967,0.000000,0.833333,0.313333,5.0967,5.0000,6.0000,-5.9399,35155.5495,0.187590,0.558105,0.023147,0.364502
23440,6.9423,49.59,0.004185,0.105789,5.0433,0.000000,0.793333,0.353333,5.0433,5.0000,6.0000,-6.0640,32601.6214,0.192509,0.575439,0.019381,0.377930
23460,6.9486,49.63,0.004179,0.105703,5.0167,0.000000,0.783333,0.350000,5.0167,5.0000,6.0000,-6.0551,29969.8985,0.232806,0.576660,0.017628,0.392822
23480,6.9549,49.68,0.004172,0.105618,4.7133,0.000000,0.680000,0.276667,4.7133,5.0000,6.0000,-7.0105,26502.8031,0.134141,0.565430,0.007069,0.372559
23500,6.9612,49.72,0.004166,0.105532,5.1433,0.000000,0.806667,0.413333,5.1433,5.0000,6.0000,-5.8116,35092.3202,0.106234,0.535645,0.029945,0.376465
23520,6.9676,49.77,0.004159,0.105445,4.8467,0.000000,0.713333,0.280000,4.8467,5.0000,6.0000,-6.5483,27304.4347,0.110234,0.524170,0.009230,0.384277
23540,6.9739,49.81,0.004152,0.105359,4.8100,0.000000,0.703333,0.270000,4.8100,5.0000,6.0000,-6.7357,31153.2540,0.135141,0.518799,0.013566,0.381104
23560,6.9803,49.86,0.004146,0.105273,5.0867,0.000000,0.820000,0.356667,5.0867,5.0000,6.0000,-5.9391,35282.4554,0.135415,0.528320,0.016744,0.386719
23580,6.9866,49.90,0.004139,0.105187,5.0033,0.000000,0.776667,0.316667,5.0033,5.0000,6.0000,-6.0430,28610.2812,0.130046,0.549561,0.010803,0.389404
23600,6.9930,49.95,0.004133,0.105100,4.9700,0.000000,0.756667,0.336667,4.9700,5.0000,6.0000,-6.2619,30795.9492,0.163081,0.552734,0.010151,0.358154
23620,6.9994,50.00,0.004126,0.105014,5.0933,0.000000,0.806667,0.370000,5.0933,5.0000,6.0000,-5.9478,34650.0465,0.144268,0.550049,0.005016,0.380371
23640,7.0057,50.04,0.004119,0.104928,4.9567,0.000000,0.766667,0.336667,4.9567,5.0000,6.0000,-6.2149,29524.5914,0.096073,0.564209,0.005412,0.365234
23660,7.0121,50.09,0.004113,0.104842,5.0800,0.000000,0.816667,0.353333,5.0800,5.0000,6.0000,-5.8918,30169.3698,0.100872,0.541504,0.008328,0.373047
23680,7.0185,50.13,0.004106,0.104755,5.0333,0.000000,0.796667,0.363333,5.0333,5.0000,6.0000,-6.1048,33950.6215,0.128625,0.579346,0.012657,0.394775
23700,7.0248,50.18,0.004100,0.104669,4.9800,0.000000,0.773333,0.333333,4.9800,5.0000,6.0000,-6.2611,31665.3943,0.137479,0.586914,0.013744,0.391846
23720,7.0312,50.22,0.004093,0.104582,4.9200,0.000000,0.756667,0.313333,4.9200,5.0000,6.0000,-6.3606,28867.4001,0.133322,0.563232,0.007651,0.376953
23740,7.0375,50.27,0.004087,0.104496,4.9467,0.000000,0.753333,0.330000,4.9467,5.0000,6.0000,-6.2313,28170.2974,0.112005,0.562256,0.005838,0.383057
23760,7.0439,50.31,0.004080,0.104410,4.8900,0.000000,0.736667,0.323333,4.8900,5.0000,6.0000,-6.5066,31398.3945,0.107042,0.551025,0.019336,0.421631
23780,7.0502,50.36,0.004074,0.104324,4.9233,0.000000,0.733333,0.326667,4.9233,5.0000,6.0000,-6.3282,29334.0079,0.238617,0.591309,0.013233,0.384766
23800,7.0566,50.40,0.004067,0.104238,5.0100,0.000000,0.783333,0.333333,5.0100,5.0000,6.0000,-6.1174,31574.2066,0.100823,0.548340,0.010388,0.387207
23820,7.0629,50.45,0.004061,0.104152,5.0233,0.000000,0.790000,0.333333,5.0233,5.0000,6.0000,-6.1432,33784.5140,0.117918,0.536621,0.014364,0.408447
23840,7.0693,50.49,0.004054,0.104065,5.1533,0.000000,0.830000,0.403333,5.1533,5.0000,6.0000,-5.7855,35792.2224,0.133795,0.575439,0.009337,0.393311
23860,7.0756,50.54,0.004047,0.103979,5.0667,0.000000,0.786667,0.386667,5.0667,5.0000,6.0000,-6.0218,34409.6275,0.116299,0.539063,0.005293,0.407227
23880,7.0819,50.59,0.004041,0.103893,5.0667,0.000000,0.806667,0.373333,5.0667,5.0000,6.0000,-6.0471,35749.5021,0.121376,0.546631,0.012204,0.400635
23900,7.0883,50.63,0.004035,0.103807,5.1433,0.000000,0.830000,0.396667,5.1433,5.0000,6.0000,-5.6910,31660.5969,0.114880,0.550293,0.004869,0.405273
23920,7.0946,50.68,0.004028,0.103722,5.0333,0.000000,0.776667,0.346667,5.0333,5.0000,6.0000,-5.9396,29132.8733,0.106360,0.544434,0.005893,0.377197
23940,7.1009,50.72,0.004022,0.103636,5.0567,0.000000,0.793333,0.386667,5.0567,5.0000,6.0000,-5.9992,33021.2252,0.102459,0.519043,0.007460,0.375488
23960,7.1072,50.77,0.004015,0.103550,5.0100,0.000000,0.780000,0.350000,5.0100,5.0000,6.0000,-6.0639,30083.3765,0.103127,0.541016,0.005429,0.400146
23980,7.1136,50.81,0.004009,0.103464,5.1533,0.000000,0.820000,0.400000,5.1533,5.0000,6.0000,-5.6696,32515.1581,0.163215,0.583740,0.007571,0.385498
24000,7.1200,50.86,0.004002,0.103377,5.1433,0.000000,0.823333,0.393333,5.1433,5.0000,6.0000,-5.8266,35015.1104,0.124020,0.566650,0.007111,0.384766
24020,7.1263,50.90,0.003996,0.103291,4.9433,0.000000,0.753333,0.336667,4.9433,5.0000,6.0000,-6.2440,28386.1901,0.151127,0.568848,0.008143,0.371094
24040,7.1326,50.95,0.003989,0.103205,4.9733,0.000000,0.750000,0.360000,4.9733,5.0000,6.0000,-6.1724,29144.4001,0.123159,0.530762,0.013115,0.378662
24060,7.1390,50.99,0.003983,0.103118,4.9367,0.000000,0.743333,0.330000,4.9367,5.0000,6.0000,-6.3427,30056.7143,0.107120,0.544189,0.021194,0.366943
24080,7.1454,51.04,0.003976,0.103032,5.1433,0.000000,0.810000,0.410000,5.1433,5.0000,6.0000,-5.6313,30764.3788,0.133260,0.552979,0.008599,0.382080
24100,7.1518,51.08,0.003970,0.102945,5.0700,0.000000,0.790000,0.376667,5.0700,5.0000,6.0000,-5.9098,30486.4292,0.103077,0.544678,0.008233,0.384521
24120,7.1582,51.13,0.003963,0.102859,4.9833,0.000000,0.763333,0.343333,4.9833,5.0000,6.0000,-6.2626,32241.6399,0.134569,0.532471,0.007486,0.364990
24140,7.1645,51.17,0.003957,0.102773,5.0367,0.000000,0.796667,0.333333,5.0367,5.0000,6.0000,-6.1342,34422.0819,0.128344,0.537842,0.003228,0.367432
24160,7.1708,51.22,0.003951,0.102688,4.9900,0.000000,0.753333,0.346667,4.9900,5.0000,6.0000,-6.2087,32550.3440,0.117777,0.542480,0.013450,0.375488
24180,7.1771,51.27,0.003944,0.102601,4.8567,0.000000,0.716667,0.333333,4.8567,5.0000,6.0000,-6.6355,30915.2198,0.150394,0.551025,0.004821,0.371094
24200,7.1835,51.31,0.003938,0.102515,5.0167,0.000000,0.783333,0.353333,5.0167,5.0000,6.0000,-6.1297,31868.7005,0.126653,0.553955,0.005139,0.377686
24220,7.1899,51.36,0.003931,0.102428,4.9533,0.000000,0.743333,0.330000,4.9533,5.0000,6.0000,-6.3840,34634.3090,0.114939,0.546631,0.011673,0.382568
24240,7.1963,51.40,0.003925,0.102341,5.0067,0.000000,0.786667,0.320000,5.0067,5.0000,6.0000,-6.1725,31584.8341,0.105427,0.518311,0.005654,0.363525
24260,7.2026,51.45,0.003919,0.102255,4.9867,0.000000,0.753333,0.346667,4.9867,5.0000,6.0000,-6.2334,32036.9422,0.152857,0.573242,0.012950,0.378906
24280,7.2090,51.49,0.003912,0.102169,4.9967,0.000000,0.773333,0.343333,4.9967,5.0000,6.0000,-6.1413,30434.3533,0.111549,0.534424,0.008812,0.395752
24300,7.2153,51.54,0.003906,0.102083,5.1200,0.000000,0.806667,0.413333,5.1200,5.0000,6.0000,-5.8126,32483.2003,0.122888,0.532715,0.010976,0.390381
24320,7.2217,51.58,0.003899,0.101997,5.1433,0.000000,0.830000,0.400000,5.1433,5.0000,6.0000,-5.6413,30597.7495,0.138081,0.567871,0.003783,0.399414
24340,7.2280,51.63,0.003893,0.101911,4.7300,0.000000,0.686667,0.250000,4.7300,5.0000,6.0000,-7.0332,29970.4733,0.155490,0.573975,0.006045,0.346191
24360,7.2343,51.67,0.003887,0.101825,5.0400,0.000000,0.790000,0.350000,5.0400,5.0000,6.0000,-6.0993,33528.5996,0.121690,0.540283,0.006541,0.367676
24380,7.2407,51.72,0.003880,0.101739,4.9800,0.000000,0.763333,0.333333,4.9800,5.0000,6.0000,-6.2524,33070.1490,0.144331,0.566650,0.009232,0.355957
24400,7.2470,51.76,0.003874,0.101653,5.0433,0.000000,0.806667,0.320000,5.0433,5.0000,6.0000,-5.9951,30655.4323,0.120702,0.536865,0.013730,0.379883
24420,7.2534,51.81,0.003868,0.101567,4.9867,0.000000,0.766667,0.363333,4.9867,5.0000,6.0000,-6.2835,33127.3807,0.123125,0.563232,0.016569,0.380859
24440,7.2598,51.86,0.003861,0.101480,5.1233,0.000000,0.820000,0.386667,5.1233,5.0000,6.0000,-5.7710,32566.7168,0.103586,0.553711,0.008743,0.375732
24460,7.2661,51.90,0.003855,0.101394,5.0267,0.000000,0.786667,0.326667,5.0267,5.0000,6.0000,-6.1023,31921.3207,0.173797,0.552734,0.014613,0.376465
24480,7.2724,51.95,0.003849,0.101309,5.0667,0.000000,0.803333,0.350000,5.0667,5.0000,6.0000,-5.9763,33395.1556,0.217784,0.593750,0.013655,0.391113
24500,7.2787,51.99,0.003843,0.101223,4.9400,0.000000,0.743333,0.310000,4.9400,5.0000,6.0000,-6.2481,29086.3898,0.120567,0.557373,0.009133,0.373047
24520,7.2850,52.04,0.003836,0.101137,5.1000,0.000000,0.810000,0.380000,5.1000,5.0000,6.0000,-5.8774,32619.3294,0.097548,0.538574,0.004927,0.389893
24540,7.2914,52.08,0.003830,0.101051,4.9400,0.000000,0.760000,0.326667,4.9400,5.0000,6.0000,-6.3870,32194.3618,0.133333,0.541016,0.008185,0.361084
24560,7.2977,52.13,0.003824,0.100965,5.1467,0.000000,0.813333,0.416667,5.1467,5.0000,6.0000,-5.6577,31673.8235,0.098915,0.557129,0.012354,0.382813
24580,7.3040,52.17,0.003817,0.100880,4.9500,0.000000,0.746667,0.343333,4.9500,5.0000,6.0000,-6.3491,31718.4478,0.126940,0.565186,0.028480,0.374512
24600,7.3103,52.22,0.003811,0.100794,4.9767,0.000000,0.763333,0.340000,4.9767,5.0000,6.0000,-6.2500,32283.1471,0.103432,0.520996,0.007628,0.386475
24620,7.3166,52.26,0.003805,0.100708,5.0900,0.000000,0.796667,0.386667,5.0900,5.0000,6.0000,-5.8567,31673.5797,0.118369,0.563477,0.008054,0.385498
24640,7.3229,52.31,0.003799,0.100623,4.9600,0.000000,0.756667,0.313333,4.9600,5.0000,6.0000,-6.3899,34593.3744,0.111599,0.548096,0.009053,0.393066
24660,7.3292,52.35,0.003792,0.100537,5.1233,0.000000,0.816667,0.383333,5.1233,5.0000,6.0000,-5.8809,35146.3709,0.185155,0.540039,0.013775,0.368652
24680,7.3355,52.40,0.003786,0.100452,4.9967,0.000000,0.770000,0.333333,4.9967,5.0000,6.0000,-6.2200,33127.1636,0.125007,0.542236,0.011793,0.379395
24700,7.3419,52.44,0.003780,0.100366,4.9933,0.000000,0.776667,0.350000,4.9933,5.0000,6.0000,-6.2031,32110.0823,0.132265,0.560059,0.009781,0.366943
24720,7.3482,52.49,0.003774,0.100280,4.9633,0.000000,0.750000,0.343333,4.9633,5.0000,6.0000,-6.3515,34257.1028,0.121378,0.555664,0.011730,0.362305
24740,7.3545,52.53,0.003767,0.100194,4.9867,0.000000,0.780000,0.336667,4.9867,5.0000,6.0000,-6.3410,35996.3953,0.114776,0.556885,0.009055,0.370605
24760,7.3609,52.58,0.003761,0.100108,4.9700,0.000000,0.780000,0.310000,4.9700,5.0000,6.0000,-6.2862,33002.8331,0.102391,0.522949,0.009480,0.380859
24780,7.3672,52.62,0.003755,0.100022,5.0400,0.000000,0.790000,0.353333,5.0400,5.0000,6.0000,-6.1808,35918.5316,0.151051,0.558105,0.012274,0.367188
24800,7.3736,52.67,0.003749,0.099935,4.9800,0.000000,0.756667,0.363333,4.9800,5.0000,6.0000,-6.3150,32776.8171,0.175774,0.560791,0.013407,0.366211
24820,7.3799,52.71,0.003743,0.099850,4.6567,0.000000,0.646667,0.206667,4.6567,5.0000,6.0000,-7.2332,29109.2398,0.094202,0.520264,0.010374,0.365967
24840,7.3862,52.76,0.003736,0.099764,4.9633,0.000000,0.770000,0.296667,4.9633,5.0000,6.0000,-6.2516,29605.1901,0.088543,0.497070,0.009866,0.380859
24860,7.3925,52.80,0.003730,0.099678,4.9200,0.000000,0.743333,0.326667,4.9200,5.0000,6.0000,-6.4840,33203.1734,0.142891,0.555176,0.011372,0.357910
24880,7.3989,52.85,0.003724,0.099592,5.0900,0.000000,0.806667,0.363333,5.0900,5.0000,6.0000,-5.9596,34897.9794,0.132003,0.561523,0.009601,0.360352
24900,7.4052,52.89,0.003718,0.099506,5.0300,0.000000,0.780000,0.356667,5.0300,5.0000,6.0000,-6.0630,31550.2398,0.129572,0.538574,0.011378,0.371826
24920,7.4116,52.94,0.003712,0.099419,4.9800,0.000000,0.756667,0.360000,4.9800,5.0000,6.0000,-6.2516,31694.9344,0.199554,0.588135,0.012900,0.381348
24940,7.4180,52.99,0.003705,0.099333,4.8800,0.000000,0.710000,0.293333,4.8800,5.0000,6.0000,-6.5583,32573.4607,0.135036,0.568604,0.031624,0.352539
24960,7.4244,53.03,0.003699,0.099246,4.9767,0.000000,0.760000,0.336667,4.9767,5.0000,6.0000,-6.1885,29213.1526,0.161774,0.590332,0.008006,0.364502
24980,7.4307,53.08,0.003693,0.099160,5.1167,0.000000,0.823333,0.383333,5.1167,5.0000,6.0000,-5.8148,32921.2551,0.146196,0.530029,0.009883,0.374756
25000,7.4370,53.12,0.003687,0.099074,4.9300,0.000000,0.726667,0.303333,4.9300,5.0000,6.0000,-6.3593,30807.2258,0.133313,0.545654,0.009728,0.360107
25020,7.4435,53.17,0.003681,0.098987,5.1133,0.000000,0.826667,0.350000,5.1133,5.0000,6.0000,-5.7064,29425.3626,0.199951,0.567139,0.017324,0.379395
25040,7.4498,53.21,0.003675,0.098901,4.9167,0.000000,0.770000,0.276667,4.9167,5.0000,6.0000,-6.4579,32140.0310,0.100247,0.511475,0.008161,0.352539
25060,7.4561,53.26,0.003668,0.098816,4.9200,0.000000,0.716667,0.326667,4.9200,5.0000,6.0000,-6.5214,34486.2602,0.125241,0.533203,0.011773,0.373779
25080,7.4624,53.30,0.003662,0.098729,4.9700,0.000000,0.783333,0.283333,4.9700,5.0000,6.0000,-6.1682,28766.0327,0.132405,0.549561,0.005263,0.366455
25100,7.4688,53.35,0.003656,0.098644,5.0867,0.000000,0.806667,0.390000,5.0867,5.0000,6.0000,-5.8131,30509.0687,0.092974,0.527588,0.006267,0.404541
25120,7.4751,53.39,0.003650,0.098558,5.0933,0.000000,0.826667,0.333333,5.0933,5.0000,6.0000,-5.9215,34251.9432,0.171803,0.559570,0.005864,0.348633
25140,7.4814,53.44,0.003644,0.098472,4.9900,0.000000,0.750000,0.350000,4.9900,5.0000,6.0000,-6.1605,30820.2729,0.175693,0.544678,0.012382,0.356201
25160,7.4878,53.48,0.003638,0.098386,4.8367,0.000000,0.710000,0.276667,4.8367,5.0000,6.0000,-6.6497,31038.9748,0.118898,0.547852,0.006345,0.355225
25180,7.4941,53.53,0.003632,0.098300,5.0167,0.000000,0.773333,0.326667,5.0167,5.0000,6.0000,-6.1442,32680.2472,0.124461,0.531494,0.015202,0.373779
25200,7.5004,53.57,0.003626,0.098214,4.8767,0.000000,0.736667,0.256667,4.8767,5.0000,6.0000,-6.6287,32069.9097,0.186732,0.557617,0.015768,0.344238
25220,7.5067,53.62,0.003620,0.098129,5.0133,0.000000,0.773333,0.336667,5.0133,5.0000,6.0000,-6.0331,29117.9739,0.137756,0.565186,0.008227,0.361084
25240,7.5130,53.66,0.003613,0.098043,5.0200,0.000000,0.770000,0.366667,5.0200,5.0000,6.0000,-6.1073,31834.2744,0.116342,0.559082,0.014923,0.379395
25260,7.5194,53.71,0.003607,0.097957,4.9300,0.000000,0.743333,0.320000,4.9300,5.0000,6.0000,-6.3505,30449.3445,0.139463,0.543701,0.015627,0.375000
25280,7.5256,53.75,0.003601,0.097872,4.9800,0.000000,0.773333,0.306667,4.9800,5.0000,6.0000,-6.1359,29082.7761,0.142352,0.556152,0.017364,0.387695
25300,7.5319,53.80,0.003595,0.097786,5.1067,0.000000,0.816667,0.383333,5.1067,5.0000,6.0000,-5.9577,36801.6040,0.132135,0.511475,0.011267,0.386963
25320,7.5383,53.84,0.003589,0.097700,4.9900,0.000000,0.766667,0.346667,4.9900,5.0000,6.0000,-6.2403,33727.6727,0.112441,0.522705,0.018938,0.393311
