iter,elapsed_hours,progress_pct,entropy_coef,heuristic_bc_coef,best_days_mean,succ,day_ge5,day_ge6,days_mean,days_p50,days_p90,return_mean,stockout_mean,approx_kl,clip_frac,value_mse,heur_match
12820,3.6060,25.76,0.008493,0.151067,5.0333,0.000000,0.793333,0.353333,5.0333,5.0000,6.0000,-6.0283,30630.1068,0.099334,0.537109,0.013926,0.384766
12840,3.6122,25.80,0.008484,0.150983,5.0833,0.000000,0.810000,0.366667,5.0833,5.0000,6.0000,-5.8524,31365.2381,0.095305,0.529541,0.014381,0.382324
12860,3.6182,25.84,0.008474,0.150901,5.1033,0.000000,0.816667,0.373333,5.1033,5.0000,6.0000,-5.8081,31660.7956,0.079740,0.515625,0.011588,0.388672
12880,3.6243,25.89,0.008465,0.150819,5.0933,0.000000,0.813333,0.380000,5.0933,5.0000,6.0000,-5.8472,31115.9157,0.074086,0.507324,0.004781,0.401367
12900,3.6302,25.93,0.008456,0.150738,4.9600,0.000000,0.780000,0.326667,4.9600,5.0000,6.0000,-6.1743,27908.9690,0.088346,0.510010,0.013392,0.403320
12920,3.6362,25.97,0.008447,0.150657,5.0533,0.000000,0.803333,0.356667,5.0533,5.0000,6.0000,-5.9447,29792.3907,0.090365,0.523682,0.002852,0.371338
12940,3.6423,26.02,0.008437,0.150574,5.0500,0.000000,0.773333,0.383333,5.0500,5.0000,6.0000,-6.0175,32772.4568,0.102399,0.543213,0.002550,0.384277
12960,3.6484,26.06,0.008428,0.150491,5.0200,0.000000,0.780000,0.376667,5.0200,5.0000,6.0000,-6.0978,31613.8848,0.088477,0.516602,0.015642,0.388428
12980,3.6546,26.10,0.008418,0.150407,5.1167,0.000000,0.820000,0.396667,5.1167,5.0000,6.0000,-5.8555,34117.3158,0.110441,0.521484,0.014523,0.411133
13000,3.6607,26.15,0.008409,0.150324,5.0367,0.000000,0.793333,0.350000,5.0367,5.0000,6.0000,-5.9709,28935.4760,0.079384,0.516357,0.020287,0.380127
13020,3.6669,26.19,0.008400,0.150240,5.0633,0.000000,0.786667,0.366667,5.0633,5.0000,6.0000,-5.9669,31580.1812,0.067296,0.497559,0.009992,0.404053
13040,3.6731,26.24,0.008390,0.150156,5.0667,0.000000,0.813333,0.370000,5.0667,5.0000,6.0000,-5.9538,32511.4876,0.070745,0.497070,0.009842,0.397949
13060,3.6793,26.28,0.008381,0.150072,5.1433,0.000000,0.826667,0.410000,5.1433,5.0000,6.0000,-5.7186,33038.2641,0.083151,0.510254,0.012072,0.398926
13080,3.6854,26.32,0.008371,0.149989,5.1233,0.000000,0.820000,0.390000,5.1233,5.0000,6.0000,-5.7844,32235.6702,0.091239,0.540039,0.012750,0.390869
13100,3.6916,26.37,0.008362,0.149905,5.1867,0.000000,0.823333,0.443333,5.1867,5.0000,6.0000,-5.6515,34947.5831,0.075594,0.517334,0.002807,0.404785
13120,3.6979,26.41,0.008352,0.149820,5.1700,0.000000,0.830000,0.410000,5.1700,5.0000,6.0000,-5.6945,34599.0427,0.069928,0.510498,0.006136,0.408936
13140,3.7041,26.46,0.008343,0.149736,5.0500,0.000000,0.800000,0.346667,5.0500,5.0000,6.0000,-5.9805,31766.2440,0.096709,0.529297,0.018290,0.379395
13160,3.7103,26.50,0.008333,0.149651,5.1233,0.000000,0.816667,0.390000,5.1233,5.0000,6.0000,-5.7484,31518.2714,0.099224,0.549561,0.010301,0.380615
13180,3.7164,26.55,0.008324,0.149569,5.1000,0.000000,0.800000,0.393333,5.1000,5.0000,6.0000,-5.8745,33227.0190,0.113002,0.550049,0.006722,0.389648
13200,3.7224,26.59,0.008315,0.149487,5.0733,0.000000,0.810000,0.376667,5.0733,5.0000,6.0000,-5.9757,33187.0012,0.074857,0.517578,0.008083,0.412354
13220,3.7286,26.63,0.008306,0.149403,5.1133,0.000000,0.806667,0.380000,5.1133,5.0000,6.0000,-5.8468,33179.4488,0.070064,0.516113,0.012446,0.387939
13240,3.7348,26.68,0.008296,0.149319,5.0533,0.000000,0.800000,0.360000,5.0533,5.0000,6.0000,-5.9412,30460.1223,0.088827,0.516602,0.008195,0.397705
13260,3.7410,26.72,0.008287,0.149235,5.1033,0.000000,0.810000,0.380000,5.1033,5.0000,6.0000,-5.8132,31592.3375,0.078153,0.518555,0.016477,0.402344
13280,3.7470,26.76,0.008278,0.149153,5.0533,0.000000,0.783333,0.383333,5.0533,5.0000,6.0000,-5.9705,30994.7818,0.101496,0.536377,0.016031,0.403320
13300,3.7532,26.81,0.008268,0.149069,5.0333,0.000000,0.810000,0.323333,5.0333,5.0000,6.0000,-5.9523,28837.6310,0.078335,0.506592,0.003025,0.391602
13320,3.7595,26.85,0.008259,0.148984,5.1233,0.000000,0.816667,0.380000,5.1233,5.0000,6.0000,-5.7625,32055.5594,0.075572,0.511475,0.008669,0.394043
13340,3.7657,26.90,0.008249,0.148900,5.0500,0.000000,0.790000,0.360000,5.0500,5.0000,6.0000,-6.0469,33480.1078,0.071569,0.501709,0.004667,0.384033
13360,3.7719,26.94,0.008240,0.148815,4.9333,0.000000,0.753333,0.313333,4.9333,5.0000,6.0000,-6.2258,26799.7101,0.072424,0.515381,0.006992,0.418457
13380,3.7781,26.99,0.008231,0.148731,5.0533,0.000000,0.790000,0.386667,5.0533,5.0000,6.0000,-6.0342,33196.0214,0.083045,0.510986,0.006569,0.401855
13400,3.7843,27.03,0.008221,0.148647,5.0200,0.000000,0.786667,0.366667,5.0200,5.0000,6.0000,-6.0708,30837.6537,0.071515,0.501465,0.007565,0.400879
13420,3.7905,27.07,0.008212,0.148563,5.0833,0.000000,0.810000,0.353333,5.0833,5.0000,6.0000,-5.8906,32189.1229,0.095830,0.518311,0.010917,0.373535
13440,3.7966,27.12,0.008203,0.148480,5.0967,0.000000,0.796667,0.390000,5.0967,5.0000,6.0000,-5.8788,31948.5295,0.094225,0.520996,0.002820,0.395752
13460,3.8028,27.16,0.008193,0.148396,5.0067,0.000000,0.793333,0.340000,5.0067,5.0000,6.0000,-6.0644,29515.5142,0.074503,0.503662,0.012790,0.378418
13480,3.8090,27.21,0.008184,0.148312,5.0800,0.000000,0.803333,0.380000,5.0800,5.0000,6.0000,-5.9210,31962.0897,0.071660,0.494873,0.009400,0.408691
13500,3.8152,27.25,0.008175,0.148228,5.1000,0.000000,0.796667,0.383333,5.1000,5.0000,6.0000,-5.7620,29772.2645,0.100886,0.533447,0.015721,0.392334
13520,3.8213,27.30,0.008165,0.148144,5.1200,0.000000,0.820000,0.373333,5.1200,5.0000,6.0000,-5.6508,28721.5431,0.076010,0.474365,0.005433,0.384766
13540,3.8275,27.34,0.008156,0.148060,5.1300,0.000000,0.813333,0.400000,5.1300,5.0000,6.0000,-5.7508,32485.2825,0.071138,0.507324,0.007574,0.409180
13560,3.8337,27.38,0.008147,0.147976,5.0733,0.000000,0.823333,0.343333,5.0733,5.0000,6.0000,-5.9129,31887.4752,0.094178,0.528809,0.009636,0.388672
13580,3.8399,27.43,0.008137,0.147893,5.1033,0.000000,0.810000,0.366667,5.1033,5.0000,6.0000,-5.8321,32530.1973,0.094023,0.537842,0.006568,0.411133
13600,3.8461,27.47,0.008128,0.147808,5.1767,0.000000,0.826667,0.416667,5.1767,5.0000,6.0000,-5.6199,33358.3550,0.078877,0.515869,0.006289,0.386963
13620,3.8523,27.52,0.008119,0.147724,5.1333,0.000000,0.816667,0.420000,5.1333,5.0000,6.0000,-5.7966,33845.0067,0.077632,0.524902,0.008784,0.401367
13640,3.8585,27.56,0.008109,0.147640,5.0467,0.000000,0.783333,0.376667,5.0467,5.0000,6.0000,-6.0850,34051.7001,0.094475,0.535400,0.006622,0.397949
13660,3.8647,27.60,0.008100,0.147556,5.1767,0.000000,0.826667,0.410000,5.1767,5.0000,6.0000,-5.5012,30277.9401,0.067591,0.508057,0.004239,0.405518
13680,3.8709,27.65,0.008091,0.147472,5.0567,0.000000,0.793333,0.373333,5.0567,5.0000,6.0000,-5.9827,32027.9604,0.087333,0.497559,0.007343,0.389404
13700,3.8770,27.69,0.008082,0.147388,5.0500,0.000000,0.800000,0.366667,5.0500,5.0000,6.0000,-5.9752,31073.2757,0.084738,0.528809,0.007124,0.411133
13720,3.8832,27.74,0.008072,0.147305,5.1033,0.000000,0.813333,0.380000,5.1033,5.0000,6.0000,-5.8217,31755.9726,0.097253,0.525391,0.003191,0.388916
13740,3.8894,27.78,0.008063,0.147221,4.9900,0.000000,0.783333,0.326667,4.9900,5.0000,6.0000,-6.0678,28594.6076,0.084071,0.520752,0.014629,0.399902
13760,3.8956,27.83,0.008054,0.147137,5.1200,0.000000,0.823333,0.386667,5.1200,5.0000,6.0000,-5.6952,29445.0509,0.055600,0.481689,0.004677,0.392822
13780,3.9018,27.87,0.008044,0.147052,5.1500,0.000000,0.820000,0.406667,5.1500,5.0000,6.0000,-5.6602,32203.4639,0.086045,0.539795,0.008928,0.391357
13800,3.9080,27.91,0.008035,0.146967,5.0533,0.000000,0.786667,0.363333,5.0533,5.0000,6.0000,-5.9604,31339.7046,0.071865,0.517334,0.005864,0.398438
13820,3.9142,27.96,0.008026,0.146884,5.1300,0.000000,0.806667,0.430000,5.1300,5.0000,6.0000,-5.6473,30298.7228,0.106150,0.545898,0.015414,0.398682
13840,3.9203,28.00,0.008017,0.146801,5.1333,0.000000,0.810000,0.396667,5.1333,5.0000,6.0000,-5.7072,31040.2426,0.072602,0.504883,0.018700,0.412598
13860,3.9266,28.05,0.008007,0.146715,5.0300,0.000000,0.773333,0.376667,5.0300,5.0000,6.0000,-6.0434,31228.0253,0.079024,0.525391,0.014133,0.393555
13880,3.9329,28.09,0.007998,0.146631,5.1367,0.000000,0.810000,0.413333,5.1367,5.0000,6.0000,-5.7123,32129.8260,0.074721,0.529053,0.005550,0.411377
13900,3.9391,28.14,0.007989,0.146546,5.0800,0.000000,0.806667,0.373333,5.0800,5.0000,6.0000,-5.9983,34823.5024,0.061030,0.497314,0.002693,0.402832
13920,3.9453,28.18,0.007980,0.146462,5.0867,0.000000,0.803333,0.356667,5.0867,5.0000,6.0000,-5.8566,31742.0387,0.075973,0.518555,0.010653,0.416504
13940,3.9515,28.23,0.007970,0.146378,5.1333,0.000000,0.820000,0.393333,5.1333,5.0000,6.0000,-5.7588,32875.6527,0.083789,0.500488,0.007393,0.416016
13960,3.9578,28.27,0.007961,0.146293,5.1667,0.000000,0.840000,0.396667,5.1667,5.0000,6.0000,-5.5599,31205.5676,0.074608,0.528809,0.005300,0.395020
13980,3.9640,28.31,0.007952,0.146208,5.0533,0.000000,0.790000,0.373333,5.0533,5.0000,6.0000,-5.9351,30248.0859,0.094861,0.534668,0.010272,0.395020
14000,3.9702,28.36,0.007943,0.146124,5.0667,0.000000,0.803333,0.350000,5.0667,5.0000,6.0000,-5.9518,32570.0043,0.107895,0.533691,0.014395,0.383789
14020,3.9764,28.40,0.007934,0.146040,5.1267,0.000000,0.826667,0.380000,5.1267,5.0000,6.0000,-5.7157,31386.3319,0.093275,0.524170,0.024095,0.404297
14040,3.9826,28.45,0.007924,0.145956,5.0867,0.000000,0.796667,0.366667,5.0867,5.0000,6.0000,-5.9281,33489.1223,0.094000,0.522949,0.007924,0.390869
14060,3.9887,28.49,0.007915,0.145872,5.1300,0.000000,0.816667,0.390000,5.1300,5.0000,6.0000,-5.6957,30557.0303,0.079155,0.490234,0.011578,0.396240
14080,3.9950,28.54,0.007906,0.145788,5.0800,0.000000,0.816667,0.370000,5.0800,5.0000,6.0000,-5.8998,32396.8486,0.096157,0.530518,0.005750,0.414795
14100,4.0013,28.58,0.007897,0.145703,5.0867,0.000000,0.800000,0.383333,5.0867,5.0000,6.0000,-5.8809,31615.0062,0.119968,0.545166,0.017160,0.403564
14120,4.0075,28.62,0.007887,0.145618,5.0167,0.000000,0.786667,0.363333,5.0167,5.0000,6.0000,-6.0722,30992.2627,0.070654,0.514404,0.009459,0.397949
14140,4.0137,28.67,0.007878,0.145533,5.1600,0.000000,0.826667,0.400000,5.1600,5.0000,6.0000,-5.6418,32369.0072,0.084149,0.515381,0.006640,0.401367
14160,4.0200,28.71,0.007869,0.145449,5.0433,0.000000,0.793333,0.363333,5.0433,5.0000,6.0000,-5.9392,29680.4547,0.079924,0.523438,0.007298,0.412109
14180,4.0262,28.76,0.007860,0.145364,5.0367,0.000000,0.776667,0.386667,5.0367,5.0000,6.0000,-6.0627,32107.4041,0.090748,0.540771,0.004844,0.402344
14200,4.0325,28.80,0.007851,0.145279,4.9533,0.000000,0.753333,0.333333,4.9533,5.0000,6.0000,-6.2284,29022.7778,0.067232,0.489258,0.015609,0.404297
14220,4.0387,28.85,0.007841,0.145195,5.1067,0.000000,0.823333,0.396667,5.1067,5.0000,6.0000,-5.9281,35486.7012,0.082455,0.508057,0.003666,0.400146
14240,4.0449,28.89,0.007832,0.145111,5.0500,0.000000,0.793333,0.373333,5.0500,5.0000,6.0000,-5.9815,31048.3939,0.100517,0.521484,0.007054,0.400635
14260,4.0511,28.94,0.007823,0.145026,5.0700,0.000000,0.803333,0.383333,5.0700,5.0000,6.0000,-5.8706,30110.9781,0.099234,0.534180,0.006579,0.404053
14280,4.0574,28.98,0.007814,0.144941,5.0667,0.000000,0.803333,0.356667,5.0667,5.0000,6.0000,-5.9383,31492.1050,0.087273,0.496094,0.004912,0.416992
14300,4.0636,29.03,0.007805,0.144857,5.0367,0.000000,0.800000,0.340000,5.0367,5.0000,6.0000,-6.0584,32642.2008,0.108448,0.538086,0.009074,0.389160
14320,4.0698,29.07,0.007796,0.144772,4.9933,0.000000,0.780000,0.320000,4.9933,5.0000,6.0000,-6.0673,28733.4684,0.087605,0.528809,0.005324,0.401123
14340,4.0761,29.11,0.007786,0.144687,5.0800,0.000000,0.806667,0.370000,5.0800,5.0000,6.0000,-5.9564,32810.3410,0.070298,0.490479,0.018941,0.386230
14360,4.0823,29.16,0.007777,0.144603,4.9933,0.000000,0.796667,0.323333,4.9933,5.0000,6.0000,-6.0532,28108.7395,0.069033,0.515381,0.009656,0.387695
14380,4.0884,29.20,0.007768,0.144519,5.0133,0.000000,0.780000,0.363333,5.0133,5.0000,6.0000,-6.1817,33373.9611,0.109016,0.550781,0.005222,0.386230
14400,4.0947,29.25,0.007759,0.144435,5.1733,0.000000,0.823333,0.406667,5.1733,5.0000,6.0000,-5.6334,33290.1360,0.106224,0.533203,0.005771,0.392822
14420,4.1010,29.29,0.007750,0.144349,5.0900,0.000000,0.823333,0.356667,5.0900,5.0000,6.0000,-5.7991,29622.8069,0.090282,0.527100,0.004882,0.390137
14440,4.1072,29.34,0.007741,0.144265,5.1300,0.000000,0.806667,0.386667,5.1300,5.0000,6.0000,-5.7424,32554.9012,0.106469,0.524902,0.014369,0.397217
14460,4.1134,29.38,0.007732,0.144180,5.1567,0.000000,0.823333,0.406667,5.1567,5.0000,6.0000,-5.7411,35160.0925,0.080926,0.512695,0.008849,0.397705
14480,4.1197,29.43,0.007723,0.144095,5.1533,0.000000,0.826667,0.403333,5.1533,5.0000,6.0000,-5.6883,33288.1991,0.079803,0.504639,0.007208,0.408203
14500,4.1259,29.47,0.007713,0.144011,5.0833,0.000000,0.806667,0.370000,5.0833,5.0000,6.0000,-5.8291,30203.1220,0.091568,0.548340,0.007548,0.389160
14520,4.1321,29.52,0.007704,0.143927,5.1000,0.000000,0.810000,0.373333,5.1000,5.0000,6.0000,-5.8198,30992.0862,0.090141,0.517334,0.019770,0.405273
14540,4.1383,29.56,0.007695,0.143843,5.0633,0.000000,0.806667,0.360000,5.0633,5.0000,6.0000,-5.9592,31693.6611,0.090153,0.504150,0.004185,0.385742
14560,4.1445,29.60,0.007686,0.143758,5.1300,0.000000,0.816667,0.406667,5.1300,5.0000,6.0000,-5.7772,34293.0701,0.084035,0.504883,0.006899,0.420410
14580,4.1508,29.65,0.007677,0.143674,5.0033,0.000000,0.760000,0.380000,5.0033,5.0000,6.0000,-6.1676,31341.5259,0.079837,0.524170,0.005037,0.400146
14600,4.1570,29.69,0.007668,0.143589,5.0200,0.000000,0.783333,0.343333,5.0200,5.0000,6.0000,-6.0419,29480.5539,0.090574,0.530762,0.006708,0.385010
14620,4.1631,29.74,0.007659,0.143505,5.1300,0.000000,0.826667,0.370000,5.1300,5.0000,6.0000,-5.7320,32453.4975,0.134080,0.542236,0.016189,0.364014
14640,4.1693,29.78,0.007650,0.143422,5.1400,0.000000,0.833333,0.383333,5.1400,5.0000,6.0000,-5.6484,30950.3275,0.097259,0.535400,0.002691,0.409912
14660,4.1756,29.83,0.007641,0.143337,5.0800,0.000000,0.796667,0.370000,5.0800,5.0000,6.0000,-5.9314,32469.0155,0.128597,0.559326,0.017626,0.397217
14680,4.1818,29.87,0.007632,0.143253,5.1000,0.000000,0.816667,0.373333,5.1000,5.0000,6.0000,-5.8201,31508.7092,0.063737,0.484131,0.003392,0.410156
14700,4.1880,29.91,0.007623,0.143168,5.0833,0.000000,0.810000,0.370000,5.0833,5.0000,6.0000,-5.8275,31211.0515,0.085120,0.532227,0.003992,0.394531
14720,4.1942,29.96,0.007614,0.143083,5.0433,0.000000,0.766667,0.356667,5.0433,5.0000,6.0000,-6.0133,31563.6954,0.124913,0.572998,0.013485,0.384033
14740,4.2005,30.00,0.007605,0.142998,5.1300,0.000000,0.820000,0.373333,5.1300,5.0000,6.0000,-5.7125,31235.7652,0.092660,0.510010,0.003684,0.400146
14760,4.2068,30.05,0.007596,0.142913,5.0600,0.000000,0.810000,0.343333,5.0600,5.0000,6.0000,-5.8324,27694.5497,0.067145,0.488525,0.007251,0.434326
14780,4.2130,30.09,0.007587,0.142828,5.0833,0.000000,0.813333,0.376667,5.0833,5.0000,6.0000,-5.8810,32131.9459,0.093501,0.510254,0.004027,0.415283
14800,4.2192,30.14,0.007578,0.142744,5.0800,0.000000,0.790000,0.420000,5.0800,5.0000,6.0000,-5.9740,33851.8442,0.112864,0.544434,0.012905,0.401855
14820,4.2254,30.18,0.007569,0.142660,5.1400,0.000000,0.830000,0.380000,5.1400,5.0000,6.0000,-5.6551,31621.3476,0.076688,0.526611,0.011452,0.400391
14840,4.2316,30.23,0.007560,0.142576,5.1667,0.000000,0.850000,0.396667,5.1667,5.0000,6.0000,-5.6613,34096.9899,0.104016,0.550781,0.006851,0.402100
14860,4.2379,30.27,0.007551,0.142491,5.1167,0.000000,0.820000,0.390000,5.1167,5.0000,6.0000,-5.8246,32734.2029,0.136288,0.567871,0.017409,0.387451
14880,4.2441,30.32,0.007542,0.142407,5.1000,0.000000,0.810000,0.380000,5.1000,5.0000,6.0000,-5.9096,33644.7793,0.080028,0.515381,0.004768,0.404541
14900,4.2504,30.36,0.007533,0.142322,5.0167,0.000000,0.776667,0.350000,5.0167,5.0000,6.0000,-6.0921,31563.7266,0.084190,0.525879,0.007047,0.370850
14920,4.2567,30.40,0.007524,0.142236,5.0467,0.000000,0.803333,0.343333,5.0467,5.0000,6.0000,-5.9762,31713.2297,0.056844,0.521484,0.011090,0.396729
14940,4.2629,30.45,0.007515,0.142152,5.0267,0.000000,0.783333,0.346667,5.0267,5.0000,6.0000,-5.9965,29473.7230,0.107977,0.536377,0.024624,0.413818
14960,4.2690,30.49,0.007506,0.142068,5.0933,0.000000,0.796667,0.390000,5.0933,5.0000,6.0000,-5.8545,31980.0036,0.095252,0.523926,0.007848,0.409912
14980,4.2753,30.54,0.007497,0.141984,5.0733,0.000000,0.803333,0.363333,5.0733,5.0000,6.0000,-5.9371,32017.8701,0.075094,0.526855,0.004084,0.398682
15000,4.2815,30.58,0.007488,0.141900,5.1000,0.000000,0.806667,0.366667,5.1000,5.0000,6.0000,-5.8810,33389.5137,0.072412,0.490723,0.004968,0.424561
15020,4.2877,30.63,0.007479,0.141815,5.0967,0.000000,0.793333,0.390000,5.0967,5.0000,6.0000,-5.8978,33138.4719,0.083813,0.521484,0.016039,0.414551
15040,4.2939,30.67,0.007470,0.141731,5.0667,0.000000,0.796667,0.393333,5.0667,5.0000,6.0000,-6.0383,34648.2990,0.109335,0.526367,0.009361,0.382080
15060,4.3001,30.72,0.007461,0.141647,5.0433,0.000000,0.796667,0.363333,5.0433,5.0000,6.0000,-5.9560,30943.2044,0.081550,0.543701,0.015951,0.421875
15080,4.3064,30.76,0.007452,0.141561,5.0067,0.000000,0.786667,0.333333,5.0067,5.0000,6.0000,-6.1535,31969.3300,0.127675,0.546875,0.015569,0.386963
15100,4.3126,30.80,0.007443,0.141477,5.0733,0.000000,0.806667,0.373333,5.0733,5.0000,6.0000,-5.9351,32246.3645,0.087036,0.502930,0.004297,0.406250
15120,4.3189,30.85,0.007434,0.141392,5.0767,0.000000,0.790000,0.393333,5.0767,5.0000,6.0000,-5.9707,34106.2843,0.087768,0.527344,0.007116,0.395996
15140,4.3251,30.89,0.007425,0.141307,5.0333,0.000000,0.793333,0.343333,5.0333,5.0000,6.0000,-5.9921,29745.0532,0.091839,0.497803,0.011311,0.383545
15160,4.3314,30.94,0.007416,0.141223,5.0433,0.000000,0.793333,0.350000,5.0433,5.0000,6.0000,-6.1047,34034.1103,0.083498,0.512451,0.004993,0.399414
15180,4.3376,30.98,0.007407,0.141138,5.0500,0.000000,0.796667,0.363333,5.0500,5.0000,6.0000,-5.9514,30549.0741,0.084780,0.501465,0.004329,0.401855
15200,4.3439,31.03,0.007398,0.141053,5.0933,0.000000,0.810000,0.383333,5.0933,5.0000,6.0000,-5.7263,28320.1637,0.100647,0.542969,0.010160,0.394043
15220,4.3501,31.07,0.007390,0.140968,5.1133,0.000000,0.806667,0.373333,5.1133,5.0000,6.0000,-5.7969,31778.6378,0.093266,0.532959,0.009056,0.385986
15240,4.3564,31.12,0.007381,0.140883,5.1133,0.000000,0.803333,0.403333,5.1133,5.0000,6.0000,-5.8264,32993.4213,0.106224,0.525391,0.012827,0.407715
15260,4.3626,31.16,0.007372,0.140799,5.0967,0.000000,0.803333,0.373333,5.0967,5.0000,6.0000,-5.8361,32224.7216,0.086929,0.514404,0.002805,0.391846
15280,4.3689,31.21,0.007363,0.140714,5.0933,0.000000,0.820000,0.366667,5.0933,5.0000,6.0000,-5.7891,30292.6768,0.083701,0.514893,0.004902,0.400146
15300,4.3751,31.25,0.007354,0.140629,5.1000,0.000000,0.810000,0.376667,5.1000,5.0000,6.0000,-5.8761,33722.6115,0.089823,0.522217,0.002868,0.390625
15320,4.3814,31.30,0.007345,0.140544,5.0133,0.000000,0.776667,0.376667,5.0133,5.0000,6.0000,-6.1361,32101.9199,0.075838,0.487061,0.007427,0.407227
15340,4.3876,31.34,0.007336,0.140459,5.1167,0.000000,0.810000,0.396667,5.1167,5.0000,6.0000,-5.8216,33675.6450,0.102104,0.514160,0.009498,0.405762
15360,4.3939,31.38,0.007327,0.140374,5.1700,0.000000,0.830000,0.406667,5.1700,5.0000,6.0000,-5.6228,32682.2464,0.078247,0.511719,0.005240,0.421387
15380,4.4001,31.43,0.007318,0.140290,5.1767,0.000000,0.840000,0.410000,5.1767,5.0000,6.0000,-5.5897,32367.3805,0.098246,0.527344,0.005719,0.396240
15400,4.4064,31.47,0.007309,0.140204,5.0967,0.000000,0.790000,0.390000,5.0967,5.0000,6.0000,-5.8437,32184.7938,0.087990,0.525879,0.008056,0.421875
15420,4.4126,31.52,0.007301,0.140120,5.1333,0.000000,0.840000,0.366667,5.1333,5.0000,6.0000,-5.7353,33027.1588,0.108592,0.536865,0.005994,0.362549
15440,4.4189,31.56,0.007292,0.140034,5.1633,0.000000,0.833333,0.400000,5.1633,5.0000,6.0000,-5.6167,32365.0986,0.086241,0.525879,0.010784,0.399658
15460,4.4252,31.61,0.007283,0.139949,5.1433,0.000000,0.820000,0.406667,5.1433,5.0000,6.0000,-5.7777,34570.6156,0.078653,0.497803,0.004767,0.394287
15480,4.4315,31.65,0.007274,0.139864,5.1533,0.000000,0.820000,0.393333,5.1533,5.0000,6.0000,-5.6358,32327.4431,0.109206,0.519043,0.009600,0.408936
15500,4.4377,31.70,0.007265,0.139779,4.9767,0.000000,0.763333,0.350000,4.9767,5.0000,6.0000,-6.2436,31796.1538,0.106405,0.526855,0.012248,0.396729
15520,4.4440,31.74,0.007256,0.139694,5.0967,0.000000,0.803333,0.376667,5.0967,5.0000,6.0000,-5.8688,32437.9851,0.119336,0.548584,0.015882,0.402832
15540,4.4502,31.79,0.007247,0.139609,5.1300,0.000000,0.800000,0.423333,5.1300,5.0000,6.0000,-5.7030,31924.4318,0.107509,0.557617,0.009149,0.408447
15560,4.4565,31.83,0.007238,0.139523,5.0133,0.000000,0.790000,0.333333,5.0133,5.0000,6.0000,-6.1448,32695.6718,0.111779,0.547852,0.011360,0.400879
15580,4.4628,31.88,0.007230,0.139439,4.9900,0.000000,0.760000,0.353333,4.9900,5.0000,6.0000,-6.0410,26934.9875,0.085956,0.510986,0.002596,0.395996
15600,4.4691,31.92,0.007221,0.139354,5.0333,0.000000,0.790000,0.366667,5.0333,5.0000,6.0000,-6.0320,31574.2415,0.086275,0.535645,0.012825,0.400879
15620,4.4753,31.97,0.007212,0.139269,5.0800,0.000000,0.800000,0.370000,5.0800,5.0000,6.0000,-5.8801,31837.8056,0.109115,0.534668,0.005525,0.401611
15640,4.4815,32.01,0.007203,0.139184,5.1300,0.000000,0.813333,0.403333,5.1300,5.0000,6.0000,-5.7411,32487.4501,0.090855,0.517090,0.004245,0.406738
15660,4.4878,32.06,0.007194,0.139099,5.1800,0.000000,0.836667,0.396667,5.1800,5.0000,6.0000,-5.6233,32954.0422,0.083688,0.510742,0.007148,0.381348
15680,4.4941,32.10,0.007185,0.139014,5.1033,0.000000,0.810000,0.380000,5.1033,5.0000,6.0000,-5.7496,30408.8255,0.087377,0.511475,0.011814,0.411621
15700,4.5004,32.15,0.007177,0.138929,5.0233,0.000000,0.786667,0.360000,5.0233,5.0000,6.0000,-6.1317,32877.9456,0.117865,0.537354,0.004061,0.393066
15720,4.5067,32.19,0.007168,0.138843,5.1133,0.000000,0.806667,0.396667,5.1133,5.0000,6.0000,-5.8999,34077.2915,0.086879,0.511475,0.003710,0.396484
15740,4.5129,32.24,0.007159,0.138758,5.0767,0.000000,0.796667,0.366667,5.0767,5.0000,6.0000,-5.9596,33218.9532,0.082232,0.473633,0.004856,0.386719
15760,4.5192,32.28,0.007150,0.138673,4.9600,0.000000,0.763333,0.330000,4.9600,5.0000,6.0000,-6.1414,26931.5414,0.087010,0.492676,0.011561,0.414551
15780,4.5255,32.32,0.007141,0.138588,5.1133,0.000000,0.820000,0.383333,5.1133,5.0000,6.0000,-5.7210,29889.2534,0.093238,0.537598,0.027247,0.408691
15800,4.5317,32.37,0.007133,0.138503,5.0567,0.000000,0.786667,0.383333,5.0567,5.0000,6.0000,-6.0675,34102.3151,0.091994,0.536133,0.006695,0.420166
15820,4.5381,32.41,0.007124,0.138418,5.1133,0.000000,0.826667,0.373333,5.1133,5.0000,6.0000,-5.8355,33207.3684,0.124561,0.563721,0.008978,0.398438
